,ReturnDate,ReturnQuantity,SubcategoryName,OrderDate,OrderQuantity
3556,2017-03-20,1.0,Mountain Bikes,2017-03-20,8
3557,2017-03-20,1.0,Road Bikes,2017-03-20,17
3558,,0.0,Shorts,2017-03-20,3
3559,2017-03-20,1.0,Tires and Tubes,2017-03-20,64
3560,,0.0,Touring Bikes,2017-03-20,7
3561,,0.0,Vests,2017-03-20,5
3566,,0.0,Bike Racks,2017-04-20,2
3567,,0.0,Bike Stands,2017-04-20,1
3568,,0.0,Bottles and Cages,2017-04-20,57
3569,,0.0,Caps,2017-04-20,11
3570,,0.0,Cleaners,2017-04-20,3
3571,,0.0,Fenders,2017-04-20,8
3572,,0.0,Gloves,2017-04-20,9
3573,,0.0,Helmets,2017-04-20,18
3574,,0.0,Hydration Packs,2017-04-20,2
3575,,0.0,Jerseys,2017-04-20,9
3576,,0.0,Mountain Bikes,2017-04-20,10
3577,2017-04-20,1.0,Road Bikes,2017-04-20,14
3578,,0.0,Shorts,2017-04-20,2
3579,2017-04-20,1.0,Socks,2017-04-20,2
3580,,0.0,Tires and Tubes,2017-04-20,55
3581,,0.0,Touring Bikes,2017-04-20,9
3582,,0.0,Vests,2017-04-20,1
3587,,0.0,Bike Racks,2017-05-20,2
3588,,0.0,Bottles and Cages,2017-05-20,59
3589,,0.0,Caps,2017-05-20,5
3590,,0.0,Cleaners,2017-05-20,2
3591,,0.0,Fenders,2017-05-20,15
3592,,0.0,Gloves,2017-05-20,11
3593,,0.0,Helmets,2017-05-20,25
3594,,0.0,Hydration Packs,2017-05-20,3
3595,2017-05-20,1.0,Jerseys,2017-05-20,11
3596,,0.0,Mountain Bikes,2017-05-20,16
3597,2017-05-20,1.0,Road Bikes,2017-05-20,18
3598,,0.0,Shorts,2017-05-20,4
3599,,0.0,Socks,2017-05-20,6
3600,,0.0,Tires and Tubes,2017-05-20,64
3601,2017-05-20,2.0,Touring Bikes,2017-05-20,10
3602,2017-05-20,1.0,Vests,2017-05-20,7
3607,2017-06-20,1.0,Bottles and Cages,2017-06-20,57
3608,,0.0,Caps,2017-06-20,15
3609,,0.0,Cleaners,2017-06-20,14
3610,,0.0,Fenders,2017-06-20,14
3611,,0.0,Gloves,2017-06-20,7
3612,,0.0,Helmets,2017-06-20,24
3613,,0.0,Hydration Packs,2017-06-20,4
3614,,0.0,Jerseys,2017-06-20,11
3615,2017-06-20,1.0,Mountain Bikes,2017-06-20,13
3616,,0.0,Road Bikes,2017-06-20,18
3617,,0.0,Shorts,2017-06-20,3
3618,2017-06-20,1.0,Tires and Tubes,2017-06-20,53
3619,2017-06-20,1.0,Touring Bikes,2017-06-20,11
3620,,0.0,Vests,2017-06-20,1
3638,,0.0,Bike Racks,2016-08-20,1
3639,,0.0,Bottles and Cages,2016-08-20,4
3640,,0.0,Caps,2016-08-20,7
3641,,0.0,Cleaners,2016-08-20,2
3642,,0.0,Fenders,2016-08-20,9
3643,,0.0,Gloves,2016-08-20,3
3644,2016-08-20,1.0,Helmets,2016-08-20,16
3645,2016-08-20,1.0,Jerseys,2016-08-20,4
3646,,0.0,Mountain Bikes,2016-08-20,4
3647,,0.0,Road Bikes,2016-08-20,8
3648,,0.0,Shorts,2016-08-20,2
3649,,0.0,Socks,2016-08-20,2
3650,2016-08-20,1.0,Tires and Tubes,2016-08-20,52
3651,,0.0,Touring Bikes,2016-08-20,4
3652,,0.0,Vests,2016-08-20,1
3655,,0.0,Bike Racks,2016-09-20,2
3656,2016-09-20,2.0,Bottles and Cages,2016-09-20,36
3657,,0.0,Caps,2016-09-20,22
3658,,0.0,Cleaners,2016-09-20,5
3659,,0.0,Fenders,2016-09-20,7
3660,,0.0,Gloves,2016-09-20,9
3661,,0.0,Helmets,2016-09-20,18
3662,,0.0,Hydration Packs,2016-09-20,3
3663,,0.0,Jerseys,2016-09-20,11
3664,,0.0,Mountain Bikes,2016-09-20,6
3665,2016-09-20,1.0,Road Bikes,2016-09-20,10
3666,,0.0,Shorts,2016-09-20,1
3667,,0.0,Socks,2016-09-20,2
3668,2016-09-20,1.0,Tires and Tubes,2016-09-20,47
3669,,0.0,Touring Bikes,2016-09-20,7
3672,,0.0,Bike Racks,2016-10-20,1
3673,,0.0,Bike Stands,2016-10-20,1
3674,2016-10-20,1.0,Bottles and Cages,2016-10-20,18
3675,,0.0,Caps,2016-10-20,5
3676,,0.0,Cleaners,2016-10-20,8
3677,,0.0,Fenders,2016-10-20,16
3678,2016-10-20,2.0,Gloves,2016-10-20,5
3679,,0.0,Helmets,2016-10-20,20
3680,,0.0,Hydration Packs,2016-10-20,3
3681,,0.0,Jerseys,2016-10-20,5
3682,,0.0,Mountain Bikes,2016-10-20,5
3683,,0.0,Road Bikes,2016-10-20,6
3684,,0.0,Shorts,2016-10-20,1
3685,2016-10-20,1.0,Tires and Tubes,2016-10-20,59
3686,,0.0,Touring Bikes,2016-10-20,1
3687,,0.0,Vests,2016-10-20,2
3690,,0.0,Bottles and Cages,2016-11-20,37
3691,,0.0,Caps,2016-11-20,6
3692,,0.0,Cleaners,2016-11-20,2
3693,2016-11-20,1.0,Gloves,2016-11-20,6
3694,,0.0,Helmets,2016-11-20,5
3695,2016-11-20,1.0,Hydration Packs,2016-11-20,3
3696,,0.0,Jerseys,2016-11-20,8
3697,,0.0,Mountain Bikes,2016-11-20,5
3698,,0.0,Road Bikes,2016-11-20,11
3699,,0.0,Shorts,2016-11-20,3
3700,2016-11-20,1.0,Socks,2016-11-20,5
3701,2016-11-20,1.0,Tires and Tubes,2016-11-20,28
3702,,0.0,Touring Bikes,2016-11-20,2
3703,,0.0,Vests,2016-11-20,3
3706,,0.0,Bike Stands,2016-12-20,1
3707,2016-12-20,1.0,Bottles and Cages,2016-12-20,31
3708,2016-12-20,1.0,Caps,2016-12-20,12
3709,,0.0,Cleaners,2016-12-20,10
3710,,0.0,Fenders,2016-12-20,16
3711,,0.0,Gloves,2016-12-20,12
3712,,0.0,Helmets,2016-12-20,20
3713,,0.0,Hydration Packs,2016-12-20,1
3714,,0.0,Jerseys,2016-12-20,4
3715,,0.0,Mountain Bikes,2016-12-20,9
3716,,0.0,Road Bikes,2016-12-20,20
3717,,0.0,Shorts,2016-12-20,3
3718,,0.0,Socks,2016-12-20,4
3719,2016-12-20,1.0,Tires and Tubes,2016-12-20,53
3720,2016-12-20,1.0,Touring Bikes,2016-12-20,11
3721,,0.0,Vests,2016-12-20,2
3726,,0.0,Bike Stands,2017-01-21,1
3727,2017-01-21,2.0,Bottles and Cages,2017-01-21,46
3728,,0.0,Caps,2017-01-21,12
3729,,0.0,Cleaners,2017-01-21,4
3730,,0.0,Fenders,2017-01-21,7
3731,,0.0,Gloves,2017-01-21,8
3732,2017-01-21,1.0,Helmets,2017-01-21,16
3733,,0.0,Hydration Packs,2017-01-21,2
3734,2017-01-21,1.0,Jerseys,2017-01-21,9
3735,,0.0,Mountain Bikes,2017-01-21,5
3736,,0.0,Road Bikes,2017-01-21,11
3737,,0.0,Shorts,2017-01-21,3
3738,,0.0,Socks,2017-01-21,3
3739,,0.0,Tires and Tubes,2017-01-21,39
3740,,0.0,Touring Bikes,2017-01-21,8
3741,,0.0,Vests,2017-01-21,3
3745,,0.0,Bike Racks,2017-02-21,2
3746,,0.0,Bike Stands,2017-02-21,1
3747,2017-02-21,2.0,Bottles and Cages,2017-02-21,56
3748,,0.0,Caps,2017-02-21,11
3749,,0.0,Cleaners,2017-02-21,4
3750,,0.0,Fenders,2017-02-21,5
3751,,0.0,Gloves,2017-02-21,12
3752,,0.0,Helmets,2017-02-21,20
3753,,0.0,Hydration Packs,2017-02-21,3
3754,,0.0,Jerseys,2017-02-21,8
3755,,0.0,Mountain Bikes,2017-02-21,10
3756,2017-02-21,1.0,Road Bikes,2017-02-21,9
3757,,0.0,Shorts,2017-02-21,4
3758,,0.0,Socks,2017-02-21,3
3759,,0.0,Tires and Tubes,2017-02-21,73
3760,,0.0,Touring Bikes,2017-02-21,7
3761,,0.0,Vests,2017-02-21,2
3765,,0.0,Bike Racks,2017-03-21,2
3766,,0.0,Bike Stands,2017-03-21,2
3767,,0.0,Bottles and Cages,2017-03-21,76
3768,,0.0,Caps,2017-03-21,24
3769,,0.0,Cleaners,2017-03-21,4
3770,,0.0,Fenders,2017-03-21,2
3771,,0.0,Gloves,2017-03-21,2
3772,2017-03-21,1.0,Helmets,2017-03-21,24
3773,,0.0,Hydration Packs,2017-03-21,2
3774,,0.0,Jerseys,2017-03-21,15
3775,,0.0,Mountain Bikes,2017-03-21,6
3776,2017-03-21,2.0,Road Bikes,2017-03-21,14
3777,,0.0,Shorts,2017-03-21,2
3778,2017-03-21,3.0,Tires and Tubes,2017-03-21,50
3779,2017-03-21,1.0,Touring Bikes,2017-03-21,9
3780,,0.0,Vests,2017-03-21,3
3784,,0.0,Bike Stands,2017-04-21,1
3785,2017-04-21,1.0,Bottles and Cages,2017-04-21,43
3786,,0.0,Caps,2017-04-21,15
3787,,0.0,Cleaners,2017-04-21,1
3788,,0.0,Fenders,2017-04-21,6
3789,,0.0,Gloves,2017-04-21,4
3790,,0.0,Helmets,2017-04-21,19
3791,,0.0,Hydration Packs,2017-04-21,1
3792,2017-04-21,1.0,Jerseys,2017-04-21,6
3793,,0.0,Mountain Bikes,2017-04-21,9
3794,2017-04-21,1.0,Road Bikes,2017-04-21,8
3795,,0.0,Shorts,2017-04-21,3
3796,,0.0,Tires and Tubes,2017-04-21,58
3797,,0.0,Touring Bikes,2017-04-21,10
3798,,0.0,Vests,2017-04-21,2
3803,,0.0,Bike Stands,2017-05-21,1
3804,,0.0,Bottles and Cages,2017-05-21,42
3805,,0.0,Caps,2017-05-21,14
3806,,0.0,Cleaners,2017-05-21,6
3807,,0.0,Fenders,2017-05-21,25
3808,,0.0,Gloves,2017-05-21,10
3809,2017-05-21,1.0,Helmets,2017-05-21,31
3810,2017-05-21,1.0,Hydration Packs,2017-05-21,3
3811,2017-05-21,1.0,Jerseys,2017-05-21,7
3812,2017-05-21,1.0,Mountain Bikes,2017-05-21,18
3813,,0.0,Road Bikes,2017-05-21,12
3814,,0.0,Socks,2017-05-21,6
3815,2017-05-21,2.0,Tires and Tubes,2017-05-21,62
3816,,0.0,Touring Bikes,2017-05-21,11
3817,,0.0,Vests,2017-05-21,1
3822,,0.0,Bike Racks,2017-06-21,2
3823,2017-06-21,2.0,Bottles and Cages,2017-06-21,55
3824,,0.0,Caps,2017-06-21,5
3825,,0.0,Cleaners,2017-06-21,4
3826,,0.0,Fenders,2017-06-21,7
3827,2017-06-21,1.0,Gloves,2017-06-21,12
3828,2017-06-21,2.0,Helmets,2017-06-21,25
3829,,0.0,Hydration Packs,2017-06-21,4
3830,,0.0,Jerseys,2017-06-21,18
3831,2017-06-21,1.0,Mountain Bikes,2017-06-21,15
3832,,0.0,Road Bikes,2017-06-21,23
3833,,0.0,Shorts,2017-06-21,3
3834,2017-06-21,1.0,Socks,2017-06-21,6
3835,2017-06-21,1.0,Tires and Tubes,2017-06-21,91
3836,,0.0,Touring Bikes,2017-06-21,11
3837,,0.0,Vests,2017-06-21,1
3851,,0.0,Bottles and Cages,2016-08-21,27
3852,,0.0,Caps,2016-08-21,7
3853,,0.0,Cleaners,2016-08-21,1
3854,,0.0,Fenders,2016-08-21,8
3855,,0.0,Gloves,2016-08-21,5
3856,2016-08-21,2.0,Helmets,2016-08-21,14
3857,,0.0,Hydration Packs,2016-08-21,2
3858,,0.0,Jerseys,2016-08-21,10
3859,,0.0,Mountain Bikes,2016-08-21,2
3860,,0.0,Road Bikes,2016-08-21,10
3861,,0.0,Shorts,2016-08-21,2
3862,,0.0,Socks,2016-08-21,8
3863,,0.0,Tires and Tubes,2016-08-21,61
3864,,0.0,Touring Bikes,2016-08-21,1
3867,,0.0,Bike Racks,2016-09-21,1
3868,2016-09-21,1.0,Bottles and Cages,2016-09-21,40
3869,,0.0,Caps,2016-09-21,9
3870,,0.0,Cleaners,2016-09-21,8
3871,,0.0,Fenders,2016-09-21,12
3872,,0.0,Gloves,2016-09-21,7
3873,,0.0,Helmets,2016-09-21,16
3874,,0.0,Hydration Packs,2016-09-21,3
3875,,0.0,Jerseys,2016-09-21,8
3876,,0.0,Mountain Bikes,2016-09-21,4
3877,,0.0,Road Bikes,2016-09-21,10
3878,,0.0,Shorts,2016-09-21,5
3879,,0.0,Socks,2016-09-21,6
3880,2016-09-21,1.0,Tires and Tubes,2016-09-21,52
3881,,0.0,Touring Bikes,2016-09-21,2
3882,,0.0,Vests,2016-09-21,1
3885,,0.0,Bike Racks,2016-10-21,1
3886,,0.0,Bike Stands,2016-10-21,1
3887,,0.0,Bottles and Cages,2016-10-21,27
3888,2016-10-21,1.0,Caps,2016-10-21,9
3889,,0.0,Cleaners,2016-10-21,5
3890,,0.0,Fenders,2016-10-21,10
3891,,0.0,Gloves,2016-10-21,8
3892,2016-10-21,1.0,Helmets,2016-10-21,17
3893,,0.0,Hydration Packs,2016-10-21,1
3894,,0.0,Jerseys,2016-10-21,8
3895,,0.0,Mountain Bikes,2016-10-21,5
3896,,0.0,Road Bikes,2016-10-21,13
3897,,0.0,Shorts,2016-10-21,3
3898,2016-10-21,1.0,Socks,2016-10-21,7
3899,2016-10-21,2.0,Tires and Tubes,2016-10-21,54
3900,,0.0,Touring Bikes,2016-10-21,2
3903,,0.0,Bike Racks,2016-11-21,1
3904,,0.0,Bike Stands,2016-11-21,1
3905,,0.0,Bottles and Cages,2016-11-21,33
3906,,0.0,Caps,2016-11-21,13
3907,,0.0,Fenders,2016-11-21,21
3908,2016-11-21,1.0,Gloves,2016-11-21,7
3909,2016-11-21,1.0,Helmets,2016-11-21,23
3910,,0.0,Hydration Packs,2016-11-21,1
3911,2016-11-21,1.0,Jerseys,2016-11-21,5
3912,2016-11-21,1.0,Mountain Bikes,2016-11-21,10
3913,,0.0,Road Bikes,2016-11-21,9
3914,,0.0,Shorts,2016-11-21,2
3915,,0.0,Socks,2016-11-21,2
3916,,0.0,Tires and Tubes,2016-11-21,63
3917,,0.0,Touring Bikes,2016-11-21,4
3918,,0.0,Vests,2016-11-21,2
3921,2016-12-21,2.0,Bottles and Cages,2016-12-21,47
3922,,0.0,Caps,2016-12-21,12
3923,,0.0,Cleaners,2016-12-21,3
3924,,0.0,Fenders,2016-12-21,13
3925,,0.0,Gloves,2016-12-21,6
3926,,0.0,Helmets,2016-12-21,19
3927,,0.0,Hydration Packs,2016-12-21,2
3928,,0.0,Jerseys,2016-12-21,13
3929,2016-12-21,1.0,Mountain Bikes,2016-12-21,15
3930,,0.0,Road Bikes,2016-12-21,14
3931,,0.0,Shorts,2016-12-21,4
3932,,0.0,Socks,2016-12-21,2
3933,,0.0,Tires and Tubes,2016-12-21,53
3934,,0.0,Touring Bikes,2016-12-21,5
3935,,0.0,Vests,2016-12-21,1
3940,,0.0,Bike Racks,2017-01-22,1
3941,2017-01-22,1.0,Bottles and Cages,2017-01-22,30
3942,,0.0,Caps,2017-01-22,5
3943,,0.0,Cleaners,2017-01-22,7
3944,,0.0,Fenders,2017-01-22,7
3945,,0.0,Gloves,2017-01-22,6
3946,2017-01-22,2.0,Helmets,2017-01-22,14
3947,,0.0,Hydration Packs,2017-01-22,1
3948,,0.0,Jerseys,2017-01-22,8
3949,,0.0,Mountain Bikes,2017-01-22,4
3950,,0.0,Road Bikes,2017-01-22,14
3951,2017-01-22,2.0,Tires and Tubes,2017-01-22,57
3952,,0.0,Touring Bikes,2017-01-22,8
3953,,0.0,Vests,2017-01-22,1
3958,,0.0,Bike Racks,2017-02-22,1
3959,,0.0,Bike Stands,2017-02-22,1
3960,2017-02-22,1.0,Bottles and Cages,2017-02-22,44
3961,2017-02-22,1.0,Caps,2017-02-22,10
3962,2017-02-22,1.0,Cleaners,2017-02-22,7
3963,2017-02-22,1.0,Fenders,2017-02-22,8
3964,,0.0,Gloves,2017-02-22,10
3965,,0.0,Helmets,2017-02-22,15
3966,,0.0,Hydration Packs,2017-02-22,2
3967,2017-02-22,1.0,Jerseys,2017-02-22,9
3968,,0.0,Mountain Bikes,2017-02-22,12
3969,,0.0,Road Bikes,2017-02-22,6
3970,,0.0,Shorts,2017-02-22,1
3971,,0.0,Tires and Tubes,2017-02-22,37
3972,,0.0,Touring Bikes,2017-02-22,5
3977,,0.0,Bike Stands,2017-03-22,1
3978,2017-03-22,1.0,Bottles and Cages,2017-03-22,31
3979,,0.0,Caps,2017-03-22,12
3980,,0.0,Cleaners,2017-03-22,7
3981,2017-03-22,1.0,Fenders,2017-03-22,10
3982,,0.0,Gloves,2017-03-22,6
3983,2017-03-22,1.0,Helmets,2017-03-22,20
3984,,0.0,Hydration Packs,2017-03-22,1
3985,,0.0,Jerseys,2017-03-22,9
3986,,0.0,Mountain Bikes,2017-03-22,10
3987,,0.0,Road Bikes,2017-03-22,6
3988,,0.0,Shorts,2017-03-22,3
3989,,0.0,Socks,2017-03-22,4
3990,2017-03-22,1.0,Tires and Tubes,2017-03-22,61
3991,,0.0,Touring Bikes,2017-03-22,5
3995,,0.0,Bike Racks,2017-04-22,1
3996,,0.0,Bottles and Cages,2017-04-22,43
3997,,0.0,Caps,2017-04-22,13
3998,,0.0,Cleaners,2017-04-22,3
3999,,0.0,Fenders,2017-04-22,8
4000,,0.0,Gloves,2017-04-22,10
4001,,0.0,Helmets,2017-04-22,21
4002,,0.0,Hydration Packs,2017-04-22,3
4003,,0.0,Jerseys,2017-04-22,10
4004,,0.0,Mountain Bikes,2017-04-22,8
4005,2017-04-22,1.0,Road Bikes,2017-04-22,13
4006,,0.0,Shorts,2017-04-22,3
4007,2017-04-22,3.0,Tires and Tubes,2017-04-22,67
4008,,0.0,Touring Bikes,2017-04-22,14
4009,,0.0,Vests,2017-04-22,2
4014,,0.0,Bike Racks,2017-05-22,4
4015,,0.0,Bike Stands,2017-05-22,1
4016,2017-05-22,1.0,Bottles and Cages,2017-05-22,33
4017,,0.0,Caps,2017-05-22,7
4018,,0.0,Cleaners,2017-05-22,2
4019,,0.0,Fenders,2017-05-22,10
4020,,0.0,Gloves,2017-05-22,11
4021,2017-05-22,2.0,Helmets,2017-05-22,22
4022,2017-05-22,1.0,Hydration Packs,2017-05-22,3
4023,,0.0,Jerseys,2017-05-22,7
4024,,0.0,Mountain Bikes,2017-05-22,10
4025,,0.0,Road Bikes,2017-05-22,11
4026,,0.0,Shorts,2017-05-22,1
4027,,0.0,Socks,2017-05-22,2
4028,,0.0,Tires and Tubes,2017-05-22,54
4029,,0.0,Touring Bikes,2017-05-22,11
4030,,0.0,Vests,2017-05-22,1
4035,,0.0,Bike Stands,2017-06-22,1
4036,2017-06-22,1.0,Bottles and Cages,2017-06-22,55
4037,,0.0,Caps,2017-06-22,14
4038,,0.0,Cleaners,2017-06-22,10
4039,2017-06-22,1.0,Fenders,2017-06-22,18
4040,,0.0,Gloves,2017-06-22,8
4041,2017-06-22,1.0,Helmets,2017-06-22,26
4042,,0.0,Hydration Packs,2017-06-22,4
4043,2017-06-22,2.0,Jerseys,2017-06-22,10
4044,,0.0,Mountain Bikes,2017-06-22,19
4045,2017-06-22,1.0,Road Bikes,2017-06-22,10
4046,2017-06-22,1.0,Shorts,2017-06-22,4
4047,,0.0,Socks,2017-06-22,2
4048,2017-06-22,1.0,Tires and Tubes,2017-06-22,65
4049,,0.0,Touring Bikes,2017-06-22,6
4050,,0.0,Vests,2017-06-22,3
4065,,0.0,Bottles and Cages,2016-08-22,18
4066,,0.0,Caps,2016-08-22,10
4067,,0.0,Cleaners,2016-08-22,7
4068,,0.0,Fenders,2016-08-22,4
4069,2016-08-22,1.0,Helmets,2016-08-22,5
4070,,0.0,Hydration Packs,2016-08-22,1
4071,,0.0,Jerseys,2016-08-22,7
4072,,0.0,Mountain Bikes,2016-08-22,3
4073,,0.0,Road Bikes,2016-08-22,6
4074,,0.0,Shorts,2016-08-22,4
4075,,0.0,Tires and Tubes,2016-08-22,19
4076,,0.0,Touring Bikes,2016-08-22,1
4078,,0.0,Bike Stands,2016-09-22,2
4079,,0.0,Bottles and Cages,2016-09-22,44
4080,,0.0,Caps,2016-09-22,3
4081,,0.0,Cleaners,2016-09-22,6
4082,,0.0,Fenders,2016-09-22,12
4083,,0.0,Gloves,2016-09-22,5
4084,,0.0,Helmets,2016-09-22,18
4085,,0.0,Hydration Packs,2016-09-22,2
4086,,0.0,Jerseys,2016-09-22,3
4087,,0.0,Mountain Bikes,2016-09-22,6
4088,,0.0,Road Bikes,2016-09-22,13
4089,,0.0,Shorts,2016-09-22,1
4090,2016-09-22,1.0,Tires and Tubes,2016-09-22,54
4091,,0.0,Touring Bikes,2016-09-22,4
4092,,0.0,Vests,2016-09-22,1
4095,,0.0,Bike Stands,2016-10-22,1
4096,2016-10-22,1.0,Bottles and Cages,2016-10-22,55
4097,,0.0,Caps,2016-10-22,4
4098,,0.0,Cleaners,2016-10-22,7
4099,,0.0,Fenders,2016-10-22,14
4100,,0.0,Gloves,2016-10-22,13
4101,,0.0,Helmets,2016-10-22,24
4102,,0.0,Hydration Packs,2016-10-22,3
4103,,0.0,Jerseys,2016-10-22,8
4104,,0.0,Mountain Bikes,2016-10-22,9
4105,2016-10-22,2.0,Road Bikes,2016-10-22,8
4106,,0.0,Shorts,2016-10-22,3
4107,,0.0,Socks,2016-10-22,2
4108,2016-10-22,2.0,Tires and Tubes,2016-10-22,67
4109,,0.0,Touring Bikes,2016-10-22,5
4110,,0.0,Vests,2016-10-22,1
4113,,0.0,Bike Racks,2016-11-22,1
4114,,0.0,Bottles and Cages,2016-11-22,51
4115,,0.0,Caps,2016-11-22,9
4116,,0.0,Cleaners,2016-11-22,10
4117,2016-11-22,1.0,Fenders,2016-11-22,15
4118,,0.0,Gloves,2016-11-22,9
4119,2016-11-22,2.0,Helmets,2016-11-22,23
4120,,0.0,Hydration Packs,2016-11-22,2
4121,2016-11-22,1.0,Jerseys,2016-11-22,9
4122,2016-11-22,1.0,Mountain Bikes,2016-11-22,11
4123,,0.0,Road Bikes,2016-11-22,17
4124,,0.0,Shorts,2016-11-22,3
4125,,0.0,Socks,2016-11-22,8
4126,,0.0,Tires and Tubes,2016-11-22,54
4127,,0.0,Touring Bikes,2016-11-22,4
4128,,0.0,Vests,2016-11-22,2
4131,,0.0,Bike Racks,2016-12-22,1
4132,,0.0,Bottles and Cages,2016-12-22,36
4133,,0.0,Caps,2016-12-22,13
4134,,0.0,Cleaners,2016-12-22,5
4135,,0.0,Fenders,2016-12-22,9
4136,,0.0,Gloves,2016-12-22,8
4137,,0.0,Helmets,2016-12-22,12
4138,,0.0,Hydration Packs,2016-12-22,3
4139,,0.0,Jerseys,2016-12-22,9
4140,,0.0,Mountain Bikes,2016-12-22,9
4141,2016-12-22,1.0,Road Bikes,2016-12-22,8
4142,,0.0,Shorts,2016-12-22,1
4143,,0.0,Socks,2016-12-22,4
4144,,0.0,Tires and Tubes,2016-12-22,27
4145,,0.0,Touring Bikes,2016-12-22,2
4149,,0.0,Bike Stands,2017-01-23,1
4150,,0.0,Bottles and Cages,2017-01-23,30
4151,2017-01-23,1.0,Caps,2017-01-23,12
4152,,0.0,Cleaners,2017-01-23,6
4153,,0.0,Fenders,2017-01-23,20
4154,,0.0,Helmets,2017-01-23,7
4155,,0.0,Jerseys,2017-01-23,6
4156,,0.0,Mountain Bikes,2017-01-23,10
4157,,0.0,Road Bikes,2017-01-23,5
4158,2017-01-23,1.0,Tires and Tubes,2017-01-23,44
4159,,0.0,Touring Bikes,2017-01-23,3
4162,2017-02-23,1.0,Bottles and Cages,2017-02-23,46
4163,,0.0,Caps,2017-02-23,6
4164,,0.0,Cleaners,2017-02-23,3
4165,,0.0,Fenders,2017-02-23,6
4166,2017-02-23,1.0,Gloves,2017-02-23,7
4167,,0.0,Helmets,2017-02-23,15
4168,,0.0,Hydration Packs,2017-02-23,1
4169,2017-02-23,1.0,Jerseys,2017-02-23,5
4170,,0.0,Mountain Bikes,2017-02-23,10
4171,,0.0,Road Bikes,2017-02-23,9
4172,2017-02-23,2.0,Shorts,2017-02-23,5
4173,,0.0,Socks,2017-02-23,2
4174,2017-02-23,1.0,Tires and Tubes,2017-02-23,75
4175,,0.0,Touring Bikes,2017-02-23,10
4180,,0.0,Bike Racks,2017-03-23,1
4181,2017-03-23,1.0,Bottles and Cages,2017-03-23,52
4182,,0.0,Caps,2017-03-23,13
4183,,0.0,Fenders,2017-03-23,13
4184,,0.0,Gloves,2017-03-23,7
4185,,0.0,Helmets,2017-03-23,16
4186,2017-03-23,1.0,Hydration Packs,2017-03-23,4
4187,,0.0,Jerseys,2017-03-23,11
4188,,0.0,Mountain Bikes,2017-03-23,15
4189,,0.0,Road Bikes,2017-03-23,13
4190,,0.0,Shorts,2017-03-23,5
4191,2017-03-23,1.0,Tires and Tubes,2017-03-23,52
4192,,0.0,Touring Bikes,2017-03-23,8
4193,,0.0,Vests,2017-03-23,2
4198,,0.0,Bike Racks,2017-04-23,1
4199,,0.0,Bike Stands,2017-04-23,3
4200,,0.0,Bottles and Cages,2017-04-23,33
4201,,0.0,Caps,2017-04-23,15
4202,2017-04-23,1.0,Cleaners,2017-04-23,3
4203,,0.0,Fenders,2017-04-23,9
4204,2017-04-23,1.0,Gloves,2017-04-23,11
4205,2017-04-23,2.0,Helmets,2017-04-23,24
4206,,0.0,Hydration Packs,2017-04-23,3
4207,2017-04-23,1.0,Jerseys,2017-04-23,9
4208,,0.0,Mountain Bikes,2017-04-23,13
4209,,0.0,Road Bikes,2017-04-23,18
4210,,0.0,Shorts,2017-04-23,5
4211,,0.0,Socks,2017-04-23,6
4212,2017-04-23,1.0,Tires and Tubes,2017-04-23,66
4213,,0.0,Touring Bikes,2017-04-23,7
4214,,0.0,Vests,2017-04-23,4
4219,,0.0,Bike Racks,2017-05-23,3
4220,,0.0,Bottles and Cages,2017-05-23,37
4221,,0.0,Caps,2017-05-23,10
4222,,0.0,Cleaners,2017-05-23,2
4223,,0.0,Fenders,2017-05-23,9
4224,,0.0,Gloves,2017-05-23,9
4225,,0.0,Helmets,2017-05-23,23
4226,,0.0,Hydration Packs,2017-05-23,1
4227,,0.0,Jerseys,2017-05-23,11
4228,2017-05-23,1.0,Mountain Bikes,2017-05-23,6
4229,2017-05-23,1.0,Road Bikes,2017-05-23,21
4230,,0.0,Shorts,2017-05-23,4
4231,,0.0,Socks,2017-05-23,6
4232,,0.0,Tires and Tubes,2017-05-23,47
4233,2017-05-23,3.0,Touring Bikes,2017-05-23,12
4234,,0.0,Vests,2017-05-23,2
4239,,0.0,Bottles and Cages,2017-06-23,41
4240,,0.0,Caps,2017-06-23,22
4241,,0.0,Cleaners,2017-06-23,2
4242,,0.0,Gloves,2017-06-23,7
4243,,0.0,Helmets,2017-06-23,19
4244,,0.0,Jerseys,2017-06-23,6
4245,,0.0,Mountain Bikes,2017-06-23,7
4246,,0.0,Road Bikes,2017-06-23,13
4247,,0.0,Shorts,2017-06-23,8
4248,,0.0,Socks,2017-06-23,3
4249,2017-06-23,2.0,Tires and Tubes,2017-06-23,68
4250,2017-06-23,2.0,Touring Bikes,2017-06-23,11
4251,,0.0,Vests,2017-06-23,2
4266,,0.0,Bike Racks,2016-08-23,1
4267,,0.0,Bike Stands,2016-08-23,1
4268,2016-08-23,1.0,Bottles and Cages,2016-08-23,26
4269,,0.0,Caps,2016-08-23,10
4270,,0.0,Fenders,2016-08-23,8
4271,,0.0,Gloves,2016-08-23,5
4272,,0.0,Helmets,2016-08-23,12
4273,,0.0,Hydration Packs,2016-08-23,1
4274,,0.0,Jerseys,2016-08-23,6
4275,2016-08-23,1.0,Mountain Bikes,2016-08-23,7
4276,,0.0,Road Bikes,2016-08-23,4
4277,,0.0,Shorts,2016-08-23,1
